,Title,location,Posting_date,job_link
3029,Software Development Engineer,"US, NJ, Newark ","May 23, 2017",https://www.amazon.jobs/en/jobs/540436/software-development-engineer
3030,Senior Software Development Engineer,"US, WA, Seattle ","May 23, 2017",https://www.amazon.jobs/en/jobs/540411/senior-software-development-engineer
3031,Director - Amazon API Gateway,"US, WA, Seattle ","May 23, 2017",https://www.amazon.jobs/en/jobs/540359/director-amazon-api-gateway
3032,Software Development Manager,"US, WA, Seattle ","May 23, 2017",https://www.amazon.jobs/en/jobs/540150/software-development-manager
3033,Amazon.com in Sao Paulo is Hiring Software Engineers III,"BR, SP, Sao Paulo ","May 22, 2017",https://www.amazon.jobs/en/jobs/539845/amazon-com-in-sao-paulo-is-hiring-software-engineers-iii
3034,Software Development Engineer,"US, WA, Seattle ","May 22, 2017",https://www.amazon.jobs/en/jobs/539796/software-development-engineer
3035,Software Development Manager – Alexa Machine Learning Platform,"US, WA, Seattle ","May 22, 2017",https://www.amazon.jobs/en/jobs/539389/software-development-manager-alexa-machine-learning-platform
3036,"Software Development Engineer, Alexa Smart Home","US, WA, Seattle ","May 19, 2017",https://www.amazon.jobs/en/jobs/539127/software-development-engineer-alexa-smart-home
3037,Software Development Engineer ,"US, CA, Sunnyvale ","May 19, 2017",https://www.amazon.jobs/en/jobs/539072/software-development-engineer
3038,Senior Software Development Engineer - ,"US, CA, Cupertino ","May 19, 2017",https://www.amazon.jobs/en/jobs/539059/senior-software-development-engineer
3039,Senior Software Development Engineer,"US, WA, Seattle ","May 19, 2017",https://www.amazon.jobs/en/jobs/539058/senior-software-development-engineer
3040,"Software Dev Manager, Alexa Smart Home","US, WA, Seattle ","May 19, 2017",https://www.amazon.jobs/en/jobs/538962/software-dev-manager-alexa-smart-home
3041,Sr. Software Development Manager - Redshift,"US, CA, East Palo Alto ","May 19, 2017",https://www.amazon.jobs/en/jobs/538947/sr-software-development-manager-redshift
3042,Software Development Engineer  Manager– Alexa Machine Learning Platform,"US, WA, Seattle ","May 19, 2017",https://www.amazon.jobs/en/jobs/538927/software-development-engineer-manager-alexa-machine-learning-platform
3043,Software Development Engineer III- Item Master,"US, CA, Cupertino ","May 19, 2017",https://www.amazon.jobs/en/jobs/538898/software-development-engineer-iii-item-master
3044,Senior Software Development Engineer,"US, CA, Cupertino ","May 18, 2017",https://www.amazon.jobs/en/jobs/538634/senior-software-development-engineer
3045,Sr. Software Development Manager,"US, WA, Seattle ","May 18, 2017",https://www.amazon.jobs/en/jobs/538517/sr-software-development-manager
3046,Sr. Software Development Engineer - Alexa Voice Service,"US, WA, Seattle ","May 18, 2017",https://www.amazon.jobs/en/jobs/538456/sr-software-development-engineer-alexa-voice-service
3047,Software Development Engineer - Alexa Voice Service,"US, CA, Sunnyvale ","May 18, 2017",https://www.amazon.jobs/en/jobs/538454/software-development-engineer-alexa-voice-service
3048,"Software Development Engineer, Speech and Language Technologies","US, MA, Cambridge ","May 17, 2017",https://www.amazon.jobs/en/jobs/537690/software-development-engineer-speech-and-language-technologies
3049,Senior Software Engineer,"US, MA, Cambridge ","May 17, 2017",https://www.amazon.jobs/en/jobs/537656/senior-software-engineer
3050,Software Development Engineer,"UK, CAMBS, Cambridge ","May 17, 2017",https://www.amazon.jobs/en/jobs/537655/software-development-engineer
3051,Senior Software Development Engineer - AWS Elastic Block Store (EBS),"US, WA, Bellevue ","May 17, 2017",https://www.amazon.jobs/en/jobs/537598/senior-software-development-engineer-aws-elastic-block-store-ebs
3052,"Amazon Web Services-Software Engineer-New Development!-Cambridge, MA","US, MA, Cambridge ","May 17, 2017",https://www.amazon.jobs/en/jobs/537564/amazon-web-services-software-engineer-new-development-cambridge-ma
3053,Software Development Engineer - FireTV,"US, WA, Seattle ","May 16, 2017",https://www.amazon.jobs/en/jobs/537342/software-development-engineer-firetv
3054,Senior Software Dev Engineer,"US, WA, Seattle ","May 16, 2017",https://www.amazon.jobs/en/jobs/537116/senior-software-dev-engineer
3055,"Software Development Engineer, Alexa for Business ","US, CA, Palo Alto ","May 16, 2017",https://www.amazon.jobs/en/jobs/537100/software-development-engineer-alexa-for-business
3056,Software Development Engineer,"US, WA, Seattle ","May 16, 2017",https://www.amazon.jobs/en/jobs/536909/software-development-engineer
3057,Senior Software Engineer - Application Development ,"US, WA, Seattle ","May 16, 2017",https://www.amazon.jobs/en/jobs/536908/senior-software-engineer-application-development
3058,Senior Software Development Engineer,"IE, DUBLIN, Dublin ","May 15, 2017",https://www.amazon.jobs/en/jobs/536469/senior-software-development-engineer
3059,Quality Assurance Engineer,"US, NJ, Newark ","May 15, 2017",https://www.amazon.jobs/en/jobs/536362/quality-assurance-engineer
3060, Software Development Manager - Robotics,"US, CA, Palo Alto ","May 15, 2017",https://www.amazon.jobs/en/jobs/536340/software-development-manager-robotics
3061,Software Development Manager,"US, CA, East Palo Alto ","May 15, 2017",https://www.amazon.jobs/en/jobs/536339/software-development-manager
3062, Senior Applied Robotics Scientist,"US, CA, East Palo Alto ","May 15, 2017",https://www.amazon.jobs/en/jobs/536335/senior-applied-robotics-scientist
3063,Healthcare & Life Sciences Consultant,"SG, Singapore ","May 14, 2017",https://www.amazon.jobs/en/jobs/536092/healthcare-life-sciences-consultant
3064,Software Development Engineer,"US, WA, Seattle ","May 14, 2017",https://www.amazon.jobs/en/jobs/536050/software-development-engineer
3065,Software Development Manager (m/f),"DE, SN, Dresden ","May 12, 2017",https://www.amazon.jobs/en/jobs/535953/software-development-manager-m-f
3066,Software Development Engineer - Amazon,"US, WA, Seattle ","May 12, 2017",https://www.amazon.jobs/en/jobs/535837/software-development-engineer-amazon
3067,Senior Software Development Engineer,"US, WA, Seattle ","May 11, 2017",https://www.amazon.jobs/en/jobs/535477/senior-software-development-engineer
3068,"Software Development Engineer, Amazon Video Catalog Metadata Platform","US, WA, Seattle ","May 11, 2017",https://www.amazon.jobs/en/jobs/535466/software-development-engineer-amazon-video-catalog-metadata-platform
3069,"Software Engineer - Cambridge, MA - Alexa Machine Learning Data Platform","US, MA, Cambridge ","May 11, 2017",https://www.amazon.jobs/en/jobs/535337/software-engineer-cambridge-ma-alexa-machine-learning-data-platform
3070,Software Development Manager,"US, WA, Seattle ","May 11, 2017",https://www.amazon.jobs/en/jobs/535309/software-development-manager
3071,Sr. Software Development Engineer,"US, WA, Seattle ","May 11, 2017",https://www.amazon.jobs/en/jobs/535241/sr-software-development-engineer
3072,Software Development Engineer - AWS Elastic Block Store (EBS),"US, WA, Seattle ","May 11, 2017",https://www.amazon.jobs/en/jobs/535133/software-development-engineer-aws-elastic-block-store-ebs
3073,Software Development Engineer - Alexa Discoverability and Engagement,"US, WA, Seattle ","May 11, 2017",https://www.amazon.jobs/en/jobs/535086/software-development-engineer-alexa-discoverability-and-engagement
3074,Sr. Software Dev Engineer: Internationalization Metrics Platform,"US, WA, Seattle ","May 11, 2017",https://www.amazon.jobs/en/jobs/534947/sr-software-dev-engineer-internationalization-metrics-platform
3075,Software Dev Engineer - AWS New Initiative,"US, WA, Seattle ","May 10, 2017",https://www.amazon.jobs/en/jobs/534724/software-dev-engineer-aws-new-initiative
3076,Software Development Engineer,"US, WA, Seattle ","May 10, 2017",https://www.amazon.jobs/en/jobs/534697/software-development-engineer
3077,Senior Software Development Manager,"US, MA, Cambridge ","May 10, 2017",https://www.amazon.jobs/en/jobs/534627/senior-software-development-manager
3078,Sr Software Engineer III - AWS Direct Connect - Herndon,"US, VA, Herndon ","May 10, 2017",https://www.amazon.jobs/en/jobs/534620/sr-software-engineer-iii-aws-direct-connect-herndon
3079,Software Development Engineer AWS EC2 EBS,"US, WA, Seattle ","May 10, 2017",https://www.amazon.jobs/en/jobs/534550/software-development-engineer-aws-ec2-ebs
3080,"Senior Android/iOS Software Development Engineers, Amazon Alexa","US, WA, Seattle ","May  9, 2017",https://www.amazon.jobs/en/jobs/534226/senior-android-ios-software-development-engineers-amazon-alexa
3081,Software Development Manager,"US, WA, Seattle ","May  9, 2017",https://www.amazon.jobs/en/jobs/534097/software-development-manager
3082,Software Development Engineer,"US, WA, Seattle ","May  9, 2017",https://www.amazon.jobs/en/jobs/533908/software-development-engineer
3083,Sr. Software Development Engineer,"US, WA, Seattle ","May  8, 2017",https://www.amazon.jobs/en/jobs/533705/sr-software-development-engineer
3084,Software Development Engineer - Alexa Feature Discovery,"US, WA, Seattle ","May  8, 2017",https://www.amazon.jobs/en/jobs/533536/software-development-engineer-alexa-feature-discovery
3085,Software Development Engineer,"US, NJ, Newark ","May  8, 2017",https://www.amazon.jobs/en/jobs/533297/software-development-engineer
3086,Senior Software Development Manager - Compute Capacity Planning Systems,"IE, DUBLIN, Dublin ","May  8, 2017",https://www.amazon.jobs/en/jobs/533259/senior-software-development-manager-compute-capacity-planning-systems
3087,Senior Software Development Engineer - AWS,"US, WA, Seattle ","May  5, 2017",https://www.amazon.jobs/en/jobs/533017/senior-software-development-engineer-aws
3088,"Software Development Engineer (Java/C++ expert) - Storage Gateway - Cambridge, MA","US, MA, Cambridge ","May  5, 2017",https://www.amazon.jobs/en/jobs/532959/software-development-engineer-java-c-expert-storage-gateway-cambridge-ma
3089,Software Development Engineer - Alexa Smart Home,"US, WA, Seattle ","May  4, 2017",https://www.amazon.jobs/en/jobs/532673/software-development-engineer-alexa-smart-home
3090,Software Development Engineer - Elastic Networking ,"US, WA, Seattle ","May  4, 2017",https://www.amazon.jobs/en/jobs/532659/software-development-engineer-elastic-networking
3091,"AMAZON ALEXA IoT- Software Development Engineer on Machine Learning Team - Boston, MA","US, MA, Cambridge ","May  4, 2017",https://www.amazon.jobs/en/jobs/532407/amazon-alexa-iot-software-development-engineer-on-machine-learning-team-boston-ma
3092,"Sr. Software Development Engineer, Alexa Entertainment","US, WA, Seattle ","May  3, 2017",https://www.amazon.jobs/en/jobs/531959/sr-software-development-engineer-alexa-entertainment
3093,Software Development Manager – Alexa Smart Home ,"US, WA, Seattle ","May  3, 2017",https://www.amazon.jobs/en/jobs/531958/software-development-manager-alexa-smart-home
3094,SDM - Ontology based Fact Extraction,"US, WA, Seattle ","May  3, 2017",https://www.amazon.jobs/en/jobs/531807/sdm-ontology-based-fact-extraction
3095,Software Development Engineer II - AWS Mobile SDK,"US, WA, Seattle ","May  3, 2017",https://www.amazon.jobs/en/jobs/531751/software-development-engineer-ii-aws-mobile-sdk
3096,Senior Software Development Engineer-Madrid,"ES, Madrid ","May  3, 2017",https://www.amazon.jobs/en/jobs/531703/senior-software-development-engineer-madrid
3097,Senior Software Development Engineer: Internationalization Core,"US, WA, Seattle ","May  3, 2017",https://www.amazon.jobs/en/jobs/531545/senior-software-development-engineer-internationalization-core
3098,Software Development Engineer,"US, WA, Seattle ","May  2, 2017",https://www.amazon.jobs/en/jobs/531490/software-development-engineer
3099,"Sr. Software Engineer, Lead - Alexa Information","US, MA, Cambridge ","May  2, 2017",https://www.amazon.jobs/en/jobs/531227/sr-software-engineer-lead-alexa-information
3100,Software Development Engineer,"IE, DUBLIN, Dublin ","May  2, 2017",https://www.amazon.jobs/en/jobs/531027/software-development-engineer
3101,Software Development Engineer,"US, CA, Sunnyvale ","May  1, 2017",https://www.amazon.jobs/en/jobs/530821/software-development-engineer
3102,"Software Dev Engineer - AWS Glacier, Cold Storage","US, WA, Seattle ","May  1, 2017",https://www.amazon.jobs/en/jobs/530786/software-dev-engineer-aws-glacier-cold-storage
3103,Software Development Engineer,"US, WA, Seattle ","April 28, 2017",https://www.amazon.jobs/en/jobs/530430/software-development-engineer
3104,Software Development Engineer - EC2 Windows Team,"US, WA, Seattle ","April 28, 2017",https://www.amazon.jobs/en/jobs/530429/software-development-engineer-ec2-windows-team
3105,Software Development Engineer – AWS Marketplace,"US, VA, Herndon ","April 28, 2017",https://www.amazon.jobs/en/jobs/530205/software-development-engineer-aws-marketplace
3106,Software Development Manager,"LU, Luxembourg ","April 28, 2017",https://www.amazon.jobs/en/jobs/530106/software-development-manager
3107,Software Development Engineer,"IE, DUBLIN, Dublin ","April 27, 2017",https://www.amazon.jobs/en/jobs/529927/software-development-engineer
3108,Software Development Engineer in Test ,"US, NJ, Newark ","April 27, 2017",https://www.amazon.jobs/en/jobs/529923/software-development-engineer-in-test
3109,Software Development Engineer,"US, WA, Bellevue ","April 26, 2017",https://www.amazon.jobs/en/jobs/529587/software-development-engineer
3110,"Senior Software Developer, Amazon Pinpoint","US, WA, Seattle ","April 25, 2017",https://www.amazon.jobs/en/jobs/529113/senior-software-developer-amazon-pinpoint
3111,"Software Development Engineer Intern (m/f) –  Asti (2018, 3-6 month paid placement)","IT, AT, Asti ","April 25, 2017",https://www.amazon.jobs/en/jobs/528775/software-development-engineer-intern-m-f-asti-2018-3-6-month-paid-placement
3112,Sr. Software Development Engineer ,"US, CA, Santa Monica ","April 25, 2017",https://www.amazon.jobs/en/jobs/528646/sr-software-development-engineer
3113,Senior Software Development Engineer,"US, WA, Seattle ","April 24, 2017",https://www.amazon.jobs/en/jobs/528198/senior-software-development-engineer
3114,Senior Software Development Engineer,"IN, TN, Chennai ","April 23, 2017",https://www.amazon.jobs/en/jobs/527837/senior-software-development-engineer
3115,Lead Software Development Engineer - Special Event,"US, WA, Seattle ","April 21, 2017",https://www.amazon.jobs/en/jobs/527692/lead-software-development-engineer-special-event
3116,Software Development Engineer,"PL, Gdansk ","April 21, 2017",https://www.amazon.jobs/en/jobs/527427/software-development-engineer
3117,Software Development Engineer - Alexa Automotive,"PL, Gdansk ","April 21, 2017",https://www.amazon.jobs/en/jobs/527424/software-development-engineer-alexa-automotive
3118,Senior Manager - Software Release Automation and Safety,"US, WA, Seattle ","April 20, 2017",https://www.amazon.jobs/en/jobs/527039/senior-manager-software-release-automation-and-safety
3119,Software Development Engineer In Test,"US, WA, Seattle ","April 20, 2017",https://www.amazon.jobs/en/jobs/526843/software-development-engineer-in-test
3120,"Machine Learning Engineer, Amazon AI","US, CA, Palo Alto ","April 19, 2017",https://www.amazon.jobs/en/jobs/526572/machine-learning-engineer-amazon-ai
3121,Sr. Software Development Engineer - Alexa Language Technologies,"CA, ON, Toronto ","April 19, 2017",https://www.amazon.jobs/en/jobs/526524/sr-software-development-engineer-alexa-language-technologies
3122,Software Development Manager - Distributed Systems EBS,"US, WA, Seattle ","April 18, 2017",https://www.amazon.jobs/en/jobs/525622/software-development-manager-distributed-systems-ebs
3123,"Software Development Manager, Kumo Development Team","ZA, Cape Town ","April 18, 2017",https://www.amazon.jobs/en/jobs/525301/software-development-manager-kumo-development-team
3124,Sr. Software Development Engineer - Amazon Restaurants,"US, WA, Seattle ","April 13, 2017",https://www.amazon.jobs/en/jobs/524318/sr-software-development-engineer-amazon-restaurants
3125,"Software Development Engineer – Alexa, Echo, Skills, Machine Learning","US, CA, Irvine ","April 13, 2017",https://www.amazon.jobs/en/jobs/524250/software-development-engineer-alexa-echo-skills-machine-learning
3126,Software Development Engineer - Browse,"US, WA, Seattle ","April 13, 2017",https://www.amazon.jobs/en/jobs/524143/software-development-engineer-browse
3127,Senior Software Development Engineer,"CA, ON, Toronto ","April 13, 2017",https://www.amazon.jobs/en/jobs/524040/senior-software-development-engineer
3128,Software Development Manager,"CA, BC, Vancouver ","April 13, 2017",https://www.amazon.jobs/en/jobs/524029/software-development-manager
3129,"Software Development Engineer, Kumo Development Team","ZA, Cape Town ","April 13, 2017",https://www.amazon.jobs/en/jobs/523914/software-development-engineer-kumo-development-team
3130,Software Development Engineer - AWS Mobile Hub,"US, WA, Seattle ","April 12, 2017",https://www.amazon.jobs/en/jobs/523802/software-development-engineer-aws-mobile-hub
3131,"Senior Software Develoment Engineer, Promotions Platform","US, PA, Pittsburgh ","April 12, 2017",https://www.amazon.jobs/en/jobs/523554/senior-software-develoment-engineer-promotions-platform
3132,Software Development Engineer,"US, WA, Seattle ","April 11, 2017",https://www.amazon.jobs/en/jobs/523298/software-development-engineer
3133,"Senior Manager, Software Development - AWS Payments","US, WA, Seattle ","April 11, 2017",https://www.amazon.jobs/en/jobs/523192/senior-manager-software-development-aws-payments
3134,Sr. Software Developer Alexa Machine Learning,"US, WA, Seattle ","April 10, 2017",https://www.amazon.jobs/en/jobs/522749/sr-software-developer-alexa-machine-learning
3135,Software Development Engineer,"US, WA, Seattle ","April 10, 2017",https://www.amazon.jobs/en/jobs/522225/software-development-engineer
3136,Software Development Engineer,"US, WA, Seattle ","April 10, 2017",https://www.amazon.jobs/en/jobs/522218/software-development-engineer
3137,SFDC Administrator,"US, WA, Seattle ","April 10, 2017",https://www.amazon.jobs/en/jobs/522204/sfdc-administrator
3138,Software Development Engineer,"US, CA, Sunnyvale ","April  9, 2017",https://www.amazon.jobs/en/jobs/522077/software-development-engineer
3139,"Software Development Engineer, Alexa Experience and Devices","US, CA, Sunnyvale ","April  7, 2017",https://www.amazon.jobs/en/jobs/521921/software-development-engineer-alexa-experience-and-devices
3140,Software Development Manager,"US, WA, Seattle ","April  7, 2017",https://www.amazon.jobs/en/jobs/521897/software-development-manager
3141,Sr. Rendering Engineer,"US, CA, Irvine ","April  7, 2017",https://www.amazon.jobs/en/jobs/521791/sr-rendering-engineer
3142,Web Development Engineer – Advertiser Intelligence,"US, WA, Seattle ","April  6, 2017",https://www.amazon.jobs/en/jobs/521596/web-development-engineer-advertiser-intelligence
3143,Software Development Engineer,"CA, BC, Vancouver ","April  6, 2017",https://www.amazon.jobs/en/jobs/521164/software-development-engineer
3144,Web Developer AFU,"US, WA, Seattle ","April  5, 2017",https://www.amazon.jobs/en/jobs/520898/web-developer-afu
3145,Software Development Engineer in Test (SDET),"US, CA, Foster City ","April  4, 2017",https://www.amazon.jobs/en/jobs/520485/software-development-engineer-in-test-sdet
3146,Software Development Engineer,"US, WA, Seattle ","April  4, 2017",https://www.amazon.jobs/en/jobs/520380/software-development-engineer
3147,Software Development Manager - AWS,"US, WA, Seattle ","April  3, 2017",https://www.amazon.jobs/en/jobs/519885/software-development-manager-aws
3148,AWS Kumo Software Developer – Trusted Advisor,"US, WA, Seattle ","April  3, 2017",https://www.amazon.jobs/en/jobs/519841/aws-kumo-software-developer-trusted-advisor
3149,Software Development Engineer - AWS S3,"US, WA, Seattle ","April  3, 2017",https://www.amazon.jobs/en/jobs/519826/software-development-engineer-aws-s3
3150,Senior Software Development Engineer - AWS Commerce Platform- Berlin (m/f),"DE, Berlin ","April  3, 2017",https://www.amazon.jobs/en/jobs/519822/senior-software-development-engineer-aws-commerce-platform-berlin-m-f
3151,Software Development Engineer: Selection Classification,"US, WA, Seattle ","April  3, 2017",https://www.amazon.jobs/en/jobs/519735/software-development-engineer-selection-classification
3152,Sr. Technical Program Manager - AWS Network Software,"US, WA, Seattle ","March 31, 2017",https://www.amazon.jobs/en/jobs/519165/sr-technical-program-manager-aws-network-software
3153,Pooling REQ Socal - SDE,"US, WA, Seattle ","March 29, 2017",https://www.amazon.jobs/en/jobs/518405/pooling-req-socal-sde
3154,Software Engineer,"CA, MB, Winnipeg ","March 29, 2017",https://www.amazon.jobs/en/jobs/518393/software-engineer
3155,Software Development Engineer - Front-end -  EC2 Visual Platform Team ,"ZA, Cape Town ","March 29, 2017",https://www.amazon.jobs/en/jobs/518387/software-development-engineer-front-end-ec2-visual-platform-team
3156,NYC-SDE Hiring Event- Retail System Domestic Event-,"US, WA, Seattle ","March 29, 2017",https://www.amazon.jobs/en/jobs/518341/nyc-sde-hiring-event-retail-system-domestic-event
3157,Software Development Engineer,"IE, DUBLIN, Dublin ","March 29, 2017",https://www.amazon.jobs/en/jobs/518238/software-development-engineer
3158,Senior Software Development Engineer,"US, WA, Seattle ","March 29, 2017",https://www.amazon.jobs/en/jobs/517976/senior-software-development-engineer
3159,Software Engineer - Kendall Square/Cambridge,"US, MA, Cambridge ","March 29, 2017",https://www.amazon.jobs/en/jobs/517970/software-engineer-kendall-square-cambridge
3160,Senior Software Development Engineer,"IE, DUBLIN, Dublin ","March 28, 2017",https://www.amazon.jobs/en/jobs/517812/senior-software-development-engineer
3161,Software Development Engineer,"CA, BC, Vancouver ","March 28, 2017",https://www.amazon.jobs/en/jobs/517596/software-development-engineer
3162,Software Development Engineer - EC2 Spot,"US, WA, Seattle ","March 28, 2017",https://www.amazon.jobs/en/jobs/517523/software-development-engineer-ec2-spot
3163,Software Development Manager: Internationalization Metrics Platform,"US, WA, Seattle ","March 28, 2017",https://www.amazon.jobs/en/jobs/517393/software-development-manager-internationalization-metrics-platform
3164,Software Development Engineer,"US, WA, Seattle ","March 27, 2017",https://www.amazon.jobs/en/jobs/517273/software-development-engineer
3165,Software Development Engineer - Silicon Optimization,"US, TX, Austin ","March 27, 2017",https://www.amazon.jobs/en/jobs/517206/software-development-engineer-silicon-optimization
3166,"AMAZON ALEXA - Software Development Manager - Cambridge, MA","US, MA, Cambridge ","March 27, 2017",https://www.amazon.jobs/en/jobs/517150/amazon-alexa-software-development-manager-cambridge-ma
3167,"Director, Software Development","US, NJ, Newark ","March 27, 2017",https://www.amazon.jobs/en/jobs/517109/director-software-development
3168,Software Development Manager,"US, WA, Seattle ","March 24, 2017",https://www.amazon.jobs/en/jobs/516825/software-development-manager
3169,100% NEW DEV! - Sr Software Engineer / Architect - AMAZON ALEXA Machine Learning Team,"US, MA, Cambridge ","March 24, 2017",https://www.amazon.jobs/en/jobs/516792/100-new-dev-sr-software-engineer-architect-amazon-alexa-machine-learning-team
3170,"Software Development Engineer, Speech and Language Technologies ","US, WA, Seattle ","March 23, 2017",https://www.amazon.jobs/en/jobs/516289/software-development-engineer-speech-and-language-technologies
3171,"Software Development Engineer, New AWS service","US, VA, Herndon ","March 22, 2017",https://www.amazon.jobs/en/jobs/515371/software-development-engineer-new-aws-service
3172,"Senior Software Development Engineer, Prime Video - Living Room Graphics Team","UK, London ","March 22, 2017",https://www.amazon.jobs/en/jobs/515168/senior-software-development-engineer-prime-video-living-room-graphics-team
3173,Software Development Pricing Experience Manager,"US, WA, Seattle ","March 21, 2017",https://www.amazon.jobs/en/jobs/514230/software-development-pricing-experience-manager
3174,Senior Network Programmer - Amazon Game Studios,"CA, BC, Vancouver ","March 20, 2017",https://www.amazon.jobs/en/jobs/513955/senior-network-programmer-amazon-game-studios
3175,Senior Network Programmer - Amazon Game Studios,"US, WA, Seattle ","March 20, 2017",https://www.amazon.jobs/en/jobs/513954/senior-network-programmer-amazon-game-studios
3176,Software Engineer - Alexa Identity,"US, WA, Seattle ","March 20, 2017",https://www.amazon.jobs/en/jobs/513685/software-engineer-alexa-identity
3177,Senior Software Development Engineer - Content Delivery - (C++ | Linux),"US, OR, Portland ","March 15, 2017",https://www.amazon.jobs/en/jobs/512152/senior-software-development-engineer-content-delivery-c-linux
3178,AWS Software Development Engineer,"US, WA, Seattle ","March 14, 2017",https://www.amazon.jobs/en/jobs/511629/aws-software-development-engineer
3179,Senior Software Development Engineer,"US, WA, Seattle ","March 14, 2017",https://www.amazon.jobs/en/jobs/511216/senior-software-development-engineer
3180,"Software Development Manager, Amazon SageMaker, AWS AmazonAI Machine Learning Platform","US, WA, Seattle ","March 13, 2017",https://www.amazon.jobs/en/jobs/511012/software-development-manager-amazon-sagemaker-aws-amazonai-machine-learning-platform
3181,"SDE - GPU,  Amazon Go","US, WA, Seattle ","March 13, 2017",https://www.amazon.jobs/en/jobs/510965/sde-gpu-amazon-go
3182,Software Development Engineer,"US, WA, Seattle ","March 13, 2017",https://www.amazon.jobs/en/jobs/510859/software-development-engineer
3183,"Software Development Engineer, RDS SQL Server","US, WA, Seattle ","March 13, 2017",https://www.amazon.jobs/en/jobs/510813/software-development-engineer-rds-sql-server
3184,Software Development Engineer,"US, WA, Seattle ","March 13, 2017",https://www.amazon.jobs/en/jobs/510774/software-development-engineer
3185,Software Development Engineer - Speech and Language Technology (m/f),"DE, Aachen ","March 13, 2017",https://www.amazon.jobs/en/jobs/510751/software-development-engineer-speech-and-language-technology-m-f
3186,Software Development Engineer III – Web,"US, NJ, Newark ","March 13, 2017",https://www.amazon.jobs/en/jobs/510601/software-development-engineer-iii-web
3187,Amazon.com in Sao Paulo is Hiring Software Engineers III,"BR, SP, Sao Paulo ","March 13, 2017",https://www.amazon.jobs/en/jobs/510597/amazon-com-in-sao-paulo-is-hiring-software-engineers-iii
3188,Senior Software Development Engineer - Amazon Devices,"US, CO, Denver ","March 10, 2017",https://www.amazon.jobs/en/jobs/510349/senior-software-development-engineer-amazon-devices
3189,Senior Software Development Engineer - Amazon Devices,"US, CO, Denver ","March 10, 2017",https://www.amazon.jobs/en/jobs/510297/senior-software-development-engineer-amazon-devices
3190,Senior Software Engineer,"US, NY, New York ","March 10, 2017",https://www.amazon.jobs/en/jobs/510080/senior-software-engineer
3191,Senior Software Development Engineer - AWS Elastic Block Store (EBS),"US, WA, Seattle ","March  9, 2017",https://www.amazon.jobs/en/jobs/509912/senior-software-development-engineer-aws-elastic-block-store-ebs
3192,Software Development Engineer,"US, WA, Seattle ","March  9, 2017",https://www.amazon.jobs/en/jobs/509802/software-development-engineer
3193,Sr Big Data System Development Engineer,"US, WA, Seattle ","March  8, 2017",https://www.amazon.jobs/en/jobs/509488/sr-big-data-system-development-engineer
3194,System Development Engineer,"US, WA, Seattle ","March  8, 2017",https://www.amazon.jobs/en/jobs/509464/system-development-engineer
3195,Senior Software Development Engineer - AWS networking,"US, WA, Seattle ","March  8, 2017",https://www.amazon.jobs/en/jobs/509446/senior-software-development-engineer-aws-networking
3196,"Software Development Engineer, AWS Elastic Load Balancing","US, WA, Seattle ","March  8, 2017",https://www.amazon.jobs/en/jobs/509287/software-development-engineer-aws-elastic-load-balancing
3197,Software Development Engineer,"UK, London ","March  8, 2017",https://www.amazon.jobs/en/jobs/509189/software-development-engineer
3198,Software Development Engineer,"US, WA, Seattle ","March  7, 2017",https://www.amazon.jobs/en/jobs/508700/software-development-engineer
3199,"Senior Software Development Manager- AMAZON ALEXA Machine Learning Platform - Cambridge, MA","US, MA, Cambridge ","March  7, 2017",https://www.amazon.jobs/en/jobs/508622/senior-software-development-manager-amazon-alexa-machine-learning-platform-cambridge-ma
3200, Software Development Engineer,"US, WA, Seattle ","March  6, 2017",https://www.amazon.jobs/en/jobs/508223/software-development-engineer
3201,SDET Amazon Echo,"US, WA, Seattle ","March  6, 2017",https://www.amazon.jobs/en/jobs/508192/sdet-amazon-echo
3202,"Senior Software Development Engineer - AMAZON ALEXA MACHINE LEARNING- Cambridge, MA","US, MA, Cambridge ","March  6, 2017",https://www.amazon.jobs/en/jobs/507928/senior-software-development-engineer-amazon-alexa-machine-learning-cambridge-ma
3203,Software Development Engineer,"US, WA, Seattle ","March  6, 2017",https://www.amazon.jobs/en/jobs/507915/software-development-engineer
3204,Software Development Engineer - Content Delivery - C++ | Linux),"US, OR, Portland ","March  6, 2017",https://www.amazon.jobs/en/jobs/507913/software-development-engineer-content-delivery-c-linux
3205,"Director, Software Development, Consumer Cloud Re-Architecture","US, WA, Seattle ","March  6, 2017",https://www.amazon.jobs/en/jobs/507814/director-software-development-consumer-cloud-re-architecture
3206,Software Development Engineer - Prime Air,"US, WA, Seattle ","March  6, 2017",https://www.amazon.jobs/en/jobs/507794/software-development-engineer-prime-air
3207,Senior Software Development Engineer,"US, WA, Seattle ","March  3, 2017",https://www.amazon.jobs/en/jobs/507442/senior-software-development-engineer
3208,Software Development Engineer,"US, WA, Seattle ","March  2, 2017",https://www.amazon.jobs/en/jobs/506421/software-development-engineer
3209,Software Development Engineer,"CA, BC, Vancouver ","March  2, 2017",https://www.amazon.jobs/en/jobs/506288/software-development-engineer
3210,"Sr. SW Dev Engineer, RDS Database Engines, Seattle","US, WA, Seattle ","March  1, 2017",https://www.amazon.jobs/en/jobs/505766/sr-sw-dev-engineer-rds-database-engines-seattle
